Station_No,Station_ID,Bike_Lat,Bike_Lon,name,distance
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Wooden Coffee Shop,64
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Mourad,54
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,The Pink Elephant,73
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Trulia Keg,80
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,The Bird,94
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Equator Coffees & Teas,105
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,16th Street Mission,26
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Stamen Design,34
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Pancho Villa Taqueria,104
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Bff.fm,114
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,City Club,116
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Puerto Alegre,83
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Clarion Alley,84
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Blondie's Bar,101
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,The Valencia Room,101
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Casanova,119
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Tato,360
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Las Isletas,375
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Tallio's Coffee & Tea,384
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Radio Africa & Kitchen,410
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Pizza Zone N Grill,413
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,Cheese Steak Shop,138
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,City Church Sutter Street,158
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,9:20 Special,171
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,San Francisco Athletic Club,191
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,The Spoon Chamber,209
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Meals On Wheels,97
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Hunters Point Brewery,274
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Native Sons BBQ,274
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Speakeasy Ales & Lagers,285
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Subway,380
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,KoJa Kitchen SF Spark,53
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Firetrail Pizza,54
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Spro Coffee Lab,59
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Al Pastor Papi,62
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Spark Social SF,63
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Dahlia Lounge,62
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Standard Deviant Brewing,75
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Shizen,111
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Public Works,116
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Peoples Barber & Shop,162
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,The Pit of Leisure,74
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,I'a Poke,191
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,Thorough Bread and Pastry,212
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,The Apothecarium,225
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,Aquitaine Wine Bistro,226
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Taqueria Cazadores,117
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Zuni Cafe,203
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Espetus,222
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Security Public Storage,228
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Hotel Biron,235
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Balmy Alley,121
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,R Image Market,174
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Taqueria Vallarta,184
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Belmar Lagallinita Meat Market,186
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Tortas Los Picudos,203
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Three Dot Cafe,128
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Epic Roasthouse,164
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,W6 Coffee Bar,168
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Ozumo,172
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Prospect,175
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Hi Dive,56
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Gabby Cafe,218
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Pier 24 Photography,219
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,W6 Coffee Bar,356
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,The Infinity - Fitness Center,357
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Goodwill,136
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Equator Coffees & Teas,174
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Fitness Court,233
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Radhaus,251
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Fort Mason Center Farmers' Market,260
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Bistro Gambrinus,98
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Home Service Market,101
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Starbucks,103
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Amitis Cafe,110
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Papalote II Mexican Grill,123
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Tacos El Flaco,38
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,The Palm Court at RH San Francisco,41
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Drool,44
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Jolt N Bolt,54
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Immi Pop-Up,62
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Fitness Sf Soma,32
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Potrero Screening Room Aka,170
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Trader Joe's,198
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,The Great Northern,206
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Hardwood Bar & Smokery,259
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Club 3545,92
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Horseshoe Tavern,222
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,The Dorian,222
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Los Hermanos Mexican Food,224
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Pacific Catch,230
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Whole Foods,56
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Pet Food Express,60
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,The Canopy,85
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,The Mint Karaoke Lounge,150
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Beit Rima,190
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,The Oubliette,50
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Beit Rima,118
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Hector Estrada Salon,149
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Churchill,217
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Whole Foods,228
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Bespoke Cycles,89
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Scopo Divino,160
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,B. on the Go,163
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Routier,164
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Tataki,175
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Super Duper Burgers,17
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Peet's Coffee and Tea,35
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Proposition Chicken,92
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Wine Impression,94
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,SusieCakes,138
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,The Velo Rouge Cafe,23
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Arguello Super Market,36
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Koret Health and Recreation Center,349
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Angelo J. Rossi Park,361
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Uncle Boy's,381
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Hinodeya Downtown,83
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Trestle,101
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Kells Irish Restaurant & Pub,118
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Golden Star Vietnamese Restaurant,126
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Maison Nico,129
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Wingtip Club,20
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Wingtip,24
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Sababa,35
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Leo's Oyster Bar,38
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Wayfare Tavern,63
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Philz Coffee,25
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Harborview Restaurant And Bar,68
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Eclipse Restaurant & Lounge,92
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Gott's Roadside,151
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Blue Bottle Coffee,155
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,The Little Chihuahua,106
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,The Page,111
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,Onyx,123
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,Wholesome Bakery,130
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,Sightglass Coffee,137
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,San Ho Won,43
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Flour + Water Pasta Shop,77
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Trick Dog,100
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Penny Roma,105
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Sightglass Coffee,111
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Kaiyo Rooftop,22
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Alchemist Bar & Lounge,58
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,District,60
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Earl of Sandwich,64
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Woodbury,67
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Death By Taco,96
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Lounge of Avalon at Mission Bay I,99
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Philz Coffee,125
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Gym Beacon,167
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Cento,209
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Bayview Gym,86
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Three Babes Bakeshop,125
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,ARCO,365
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Public Glass,410
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Curio Parlor,417
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Johnny Foley's Irish House,32
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Bartlett Hall,56
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Kin Khao,80
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Sam's Cable Car Lounge,116
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Bodega,118
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,JB's Place,54
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Thee Parkside,72
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Connecticut Yankee,103
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Wolfe's Espresso Bar,168
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Milkbomb Ice Cream,188
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Pawtrero Hill BathHouse & Feed,76
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Ecco Caffe,134
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Street Taco,232
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Ganim's Market,233
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Bloom's Saloon,257
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Double Play,112
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Ernest,170
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Gus's Community Market,227
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Dandelion Chocolate,238
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Front Pop-Up,239
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,16th Street Mission,25
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Stamen Design,54
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Pancho Villa Taqueria,83
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Bond Bar,102
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Lhb Mother,104
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Lou's Cafe,44
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Amphawa Thai Noodle House,60
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Sichuan Home,66
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Ariake Japanese Restaurant,70
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Dragon River Restaurant,76
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Rise & Grind Coffee and Tea,181
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Golden Gate Park Skate & Bike,193
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,The Richmond,226
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Tekka Japanese Restaurant,233
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Yuubi,236
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,After Hours Spot Strip Club,366
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,Chile Bravo Grill,479
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,ARCO,489
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,West Oakland Senior Center,500
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,Rio California,514
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Mission Creek Dog Park,255
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,San Francisco Flower Mart,256
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Mars Bar & Restaurant,274
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Dinosaurs,354
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Okane,394
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Ritual Coffee Roasters,128
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Sunshine Coast,143
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Central Haight Coffee Tea & Sandwiches,152
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Magnolia Brewing Company Haight,250
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Coffee To The People,254
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Peet's Coffee and Tea,101
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,J. Paul Leonard Library,110
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Natural Sensations,120
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Nizario's Pizza,141
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Gold Coast Grill,151
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,The Village Market & Pizza,155
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Good To Go,199
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Taza Smoothies & Wraps,201
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Cafe Rosso,223
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Ha Tien Cove,338
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,YMCA,39
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Banh Mi Love,75
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Subway,97
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,City Sports,147
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,La Spot,155
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,TJ Cafe,95
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Ocean Beach Cafe,130
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Andytown Coffee — Richmond District,264
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Safeway,320
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Peter Pan Hair Design,356
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Claddagh Coffee,7
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Little Caesars Pizza,11
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,The Dark Horse Inn,23
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,B & W Kitchen,46
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Nameless Tea & Coffee,47
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,The Clocktower Building,66
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,Blue Bottle Coffee,79
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,The American Grilled Cheese Kitchen,108
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,21st Amendment Brewery & Restaurant,115
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,South Park,175
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,The Lake Merritt Pergola,31
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Lakeside Park,49
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Cafe Lakeview,62
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,MyGoodness,71
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Grand Lake Kitchen,90
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,"The Clancy, Autograph Collection",96
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Equator Coffees & Teas,255
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Southside Spirit House,256
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Cafe Du Soleil,265
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Cocoon Urban Day Spa,267
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Zombie Village,179
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Rise Over Run,210
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,The Warfield Theatre - Special Events,213
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Bourbon & Branch,220
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Black Cat,221
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Manny's,31
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Truly Mediterranean,63
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Panchita's Restaurant,71
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Lhb Mother,78
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Roxie Cinema,79
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,Yi Fang Taiwan Fruit Tea,15
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,Jamba,26
